id,sentence,difficulty
2344,"Elle tournait tant autour du pot et plus encore, que le marquis perdit patience",C2
2345,Il est gros.,A1
2346,"Après une marche sur les Champs-Élysées, je suis au pied de la Tour Eiffel",B1
2347,"Plus tôt, ils avaient été remis à un procureur, escortés de 15 officiers de police japonais venus spécialement aux États-Unis samedi pour l'occasion.",C1
2348,Ils sont au lycée français.,A1
2349,"Comme avec Les sorcières sont NRV (Ecole des loisirs), qui n'ont pas pris une ride depuis 1988, et où articles, adverbes et pronoms entrent dans une danse endiablée, ou encore avec LFHE la sorcière (Ecole des loisirs), où cette fois ce sont les adjectifs qui sont prestidigitisés",C2
2350,"Il vient de demander la main de Bella et l'avenir semble briller, mais. Quand l'artiste donne le dernier coup de pinceau à sa toile, les nazis ont déjà commencé à expulser les juifs, contraints de quitter leurs maisons, emportant ce qu'ils peuvent.",B2
2351,"Je réponds toujours que ça n'a pas été difficile physiquement, mais que j'ai dû travailler sur l'image que donnait ce comique.",B1
2352,"Vous êtes embarrassée, presque offensée de mon trouble.",C2
2353,Il a déjà inventé une machine à enlever la peau des bananes !,A2
2354,"Oh, ça fait du bien de changer d'air quelques jours.",B1
2355,"Après le cours, vous boirez un verre en notre compagnie, vous rirez aux éclats et aurez du bon temps avec vos amis.",B1
2356,J'aurais voulu pouvoir quitter le bureau à 13h.,B2
2357,Je mange de l'herbe,A1
2358,"Il faut du temps et du courage pour soigner toute cette ménagerie En plus des animaux, il faut aussi s'occuper du potager de mon papy",A2
2359,"Nous devons apprendre une multitude de langages : scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps.",B2
2360,"C'est la commémoration, c'est-à-dire la fête anniversaire, de la fin de la Seconde Guerre mondiale",B1
2361,"Des variations significatives de cet indice sur une période inférieure à plusieurs décennies sont peu probables en l'absence de réformes territoriales conséquentes, ce qui a été rarement le cas en Suisse après 2000 en comparaison internationale.",C2
2362,Statistiquement le risque de transmission de maladies infectieuses est nettement plus élevé dans certaines situations.,C1
2363,J'ai passé une très bonne journée de vacances.,A1
2364,Quelle est ta chanson préférée dans le spectacle ?,A1
2365,"Si on cherche des côtés positifs à cette bluette, quelques répliques sont bien senties et des scènes comiques réussies, notamment quand il est question des subtilités de notre langue et des faux amis, ces mots qui se ressemblent entre anglais et français avec des significations différentes.",B2
2366,La traçabilité permet de reconstituer une séquence d'événements à partir des données numériques laissées dans les systèmes lors de leurs réalisations.,C1
2367,Anna s'amusait avec son frère quand il s'est cassé le bras gauche.,A2
2368,"Oui, je parle un peu.",A1
2369,Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.,A2
2370,"Après 13 ans aussi, pour des raisons sociales, l'enfant commence à éprouver des contraintes caractérielles, des réticences dues à la volonté de défendre son image, à la peur du ridicule, toutes choses qui sont des attitudes d'adulte",C2
2371,"Grande amoureuse des couleurs et de la cuisine italienne, Irène Jacob a trouvé dans la culture slave la force de l'expression des sentiments jusqu'au tragique.",C1
2372,Je fais du sport tous les jours.,A2
2373,"Non, c'est en fonction de la facilité de la chanson.",A2
2374,La Chine et l'Inde connaissent depuis dix ans une augmentation du taux de surpoids de 5 %.,C1
2375,"Bonjour, ça va ?",A1
2376,Donne-moi de tes nouvelles plus souvent !,B1
2377,"Oui, des feux de forêt qui frappent le sud-est du pays depuis le mois de septembre et qui ont fait une 24e victime ce week-end",B1
2378,"Mets ça sur ton pied, ça va soulager la douleur.",A2
2379,"Voie 3, le TGV à destination de Marseille Saint Charles va partir",B2
2380,La tour Eiffel est le symbole de la ville de Paris,B1
2381,"Avec l'argent, notre professeur va acheter de la peinture et des crayons pour le cours de dessin.",A2
2382,"Mais, poursuit Bacon, la science se doit de surmonter ces craintes et ces scrupules: elle doit triompher du sentiment d'impuissance qui la paralyse.",C2
2383,Quel est votre avis ?,A2
2384,Ils s'étaient imaginé pouvoir surmonter le deuil en se lançant dans les travaux de rénovation.,B2
2385,"La comtesse se mit à revoir, avec Fabrice, tous ces lieux enchanteurs voisins de Grianta, et si célébrés par les voyageurs : la villa Melzi de l'autre côté du lac, vis-à-vis le château, et qui lui sert de point de vue ; au-dessus le bois sacré des Sfondrata, et le hardi promontoire qui sépare les deux branches du lac, celle de Côme, si voluptueuse, et celle qui court vers Lecco, pleine de sévérité : aspects sublimes et gracieux, que le site le plus renommé du monde, la baie de Naples, égale, mais ne surpasse point.",C1
2386,"Ici, dans le palais, l'air était lourd et étouffant, mais, dans la forêt, le vent soufflait librement et le soleil, de ses caressants doigts d'or, écartait les feuilles frémissantes.",C1
2387,Dès qu'elle fut entrée elle fut dérangée par la cigarette.,C2
2388,Par ailleurs les conséquences structurelles d'une telle reconnaissance pour une organisation ne sont pas négligeables,C2
2389,"Cela étant bien compris, je crois qu'on se tiendra en repos."" Comme Pascal, Edgar Morin cherche à désarçonner le rationaliste qui, au plein de la crise actuelle de notre rapport à la nature, ne doute ni de ses démarches ni de sa volonté d'imposer son ordre.",C2
2390,"En haut des tours, il n'est pas conseillé de s'attarder trop longtemps devant le panorama parisien",C2
2391,La discipline est encore considérée comme réservée aux hommes.,B2
2392,Je propose que tout le monde apporte quelque chose à manger.,A1
2393,Vous deviez rendre des comptes à la justice pour vos crimes.,B1
2394,Mais pas de maison de poupées,A2
2395,J'ai peur du noir.,A1
2396,"Nous nous assîmes sur un banc recouvert de verdure, face aux cieux étincellant et nous vîmes l'aurore s'éveiller.",C2
2397,"Après ça, nous étions un peu fatigués",A2
2398,"Il s'établit donc, dans le petit public qui m'environnait, une inquiétude vague sur mon caractère.",C2
2399,"""Le démon partit bien vite, et il se précipita dans le trou, où, hélas, il retrouva la méchante femme.",B1
2400,"Pourtant, les conséquences de la mise en place de telles pratiques de gestion permettent de s'interroger sur les raisons véritables qui poussent une entreprise à évaluer ses connaissances",C2
2401,"Ainsi l'abbé Blanès n'avait pas communiqué sa science assez difficile à Fabrice ; mais, à son insu, il lui avait inoculé une confiance illimitée dans les signes qui peuvent prédire l'avenir.",C1
2402,"La 9e conférence des Nations unies sur le climat s'est achevée hier, dans une ambiance mi-figue, mi-raisin.",C1
2403,"OK, alors on se tient au courant pour samedi prochain ?",A2
2404,"Le Falcon 1 est un lanceur théoriquement réutilisable qui peut placer, selon son constructeur, 670 kg en orbite basse.",C1
2405,Le gâteau est dans le frigo.,A2
2406,"Née de la contraction anglaise de ""no-mobile phobia"", la nomophobie est, en simplifiant, une crainte obsédante et continuelle, de ne pas avoir son smartphone en état de marche avec soi.",B2
2407,"Des grosses parts pour les guerriers et pour Zahor, des petites parts pour les femmes et les enfants et enfin les os pour les chiens.",A2
2408,Le chien de ma voisine fais beaucoup de bruit.,A1
2409,"La réussite professionnelle fait oublier l'âge, l'échec le rappelle, reconnaît-il.",C1
2410,"Des délires, il en a, l'artiste qui débarque d'Evry en Île-de-France avec un baccalauréat littéraire en poche",B1
2411,"Actuellement, les moyens alloués pour le suivi des populations sont en diminution, et l'observation systématique de toutes les communes (ou de toutes les zones) est remise en question ; dans ce contexte, il semble intéressant de procéder au suivi des populations à partir d'un découpage spatial spécifiquement dédié, plutôt que d'utiliser le maillage communal comme grille d'observation.",C1
2412,Je compte bien arriver dès huit heures.,B1
2413,"Il est un autre horizon qu'annoncent les biologistes : la sixième extinction des espèces, qui n'épargnera que les animaux d'élevage, propres à l'exploitation directe.",C1
2414,Il est peu probable que tu doives souvent arroser les plantes.,B2
2415,"Ce métier ne convient que pour un début de carrière, dans la vente, par exemple.",B1
2416,Ils chevauchent un coq à taille humaine.,B2
2417,Ils faisaient une grande fête à chaque année.,B1
2418,"Je ne sais quel instinct m'avertissait d'ailleurs de me défier de ces axiomes généraux si exempts de toute restriction, si purs de toute nuance.",C2
2419,Je t'appelerais dès que je reçois les documents,B1
2420,C'est le plat préféré de Manon,A2
2421,"Elle donne sur le jardin, vous y serez très bien.",A1
2422,La montée des valeurs humanistes est une réalité qui se poursuit et s'affirme.,B2
2423,Nous vous remercions de votre compréhension et nous vous souhaitons une excellente journée.,A2
2424,"Elle se déroule dans de nombreux pays, mais à des dates et avec des traditions différentes.",A2
2425,"Je suis allé voir où elle habite, sans rien dire à personne.",A2
2426,"Finalement, il est aussi question de scepticisme, réalisation du stoïcisme, et décriant l'être autre comme subjectif et remettant donc en cause son aspect véridique et absolu",C2
2427,"Pour moi, c'est pas du tout frustrant, je suis très content de partir en France et ça faisait très longtemps que j'avais envie de venir en Bretagne, donc pour moi, c'était une très bonne opportunité.",B1
2428,Je vais donner des numéros !,A1
2429,"Le gouvernement veut lutter contre la fraude dans la rénovation énergétique, notamment en renforçant les contrôles et en s'attaquant aux ""démarchages téléphoniques abusifs"".",C2
2430,"Plus que faire une visite, le promeneur remontera le temps et découvrira ainsi une partie de l'histoire de la région.",B1
2431,"En travaillant, je bois beaucoup de thé.",B1
2432,"Philae, qui s'est posé à l'ombre entre des rochers, a d'abord fonctionné avec une pile d'une durée de vie de 60 heures.",B1
2433,"Dans un premier temps, les locuteurs subissent une très forte pression - politique, sociale ou économique - pour parler la langue dominante.",C1
2434,"Elle est chanteuse, et elle est malienne.",A1
2435,"À cette époque, les conventions d'appellation modernes ne se sont pas encore développées en Europe.",C1
2436,Rien d'autre.,A1
2437,C'est chouette !,A1
2438,Il sortit vivement le téléphone et jeta un oeil sur l'écran avant de répondre.,B2
2439,La balle est partie.,A1
2440,"Aujourd'hui, c'est une tarte aux framboises avec de la confiture faite maison",A2
2441,"Si l'esprit consiste à se saisir, dans sa propre opposition à soi, nulle période n'est mieux marquée par son avènement que celle du subjectivisme absolu.",C2
